 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed
4/01/2017 16:00,0.587,28.2,24.5,1005.3,0.048,-0.028,190,2.3,1.2
4/01/2017 17:00,0.496,28.1,24.5,1005.5,0.026,-0.053,184,2.2,0.5
4/01/2017 18:00,0.5,28.1,24.3,1006,0.006,-0.071,182,1.5,0.4
4/01/2017 19:00,0.606,28.2,24.4,1006.7,-0.002,-0.073,185,1.4,0.8
4/01/2017 20:00,0.768,28.2,26.8,1007.3,-0.017,-0.081,164,1.5,0.1
4/01/2017 21:00,0.971,28.1,29.3,1007.1,-0.018,-0.077,101,0.8,0.3
4/01/2017 22:00,1.167,28.1,30.8,1007.3,-0.004,-0.065,293,3.7,1.9
4/01/2017 23:00,1.291,28.1,32,1007.2,-0.007,-0.066,337,3.2,0.7
5/01/2017 0:00,1.342,28.3,32.7,1007.1,-0.004,-0.065,303,3.2,1.2
5/01/2017 1:00,1.329,28.5,31,1006.8,0.015,-0.046,200,3.7,1.4
5/01/2017 2:00,1.246,28.2,32.5,1006.2,0.035,-0.03,215,4.5,1.1
5/01/2017 3:00,1.108,28.4,31.1,1005.6,0.042,-0.029,33,4.1,0.8
5/01/2017 4:00,0.952,28.8,30.5,1005.3,0.04,-0.036,195,4.1,1.3
5/01/2017 5:00,0.822,28.7,30.5,1005.5,0.035,-0.044,184,3.8,1.3
5/01/2017 6:00,0.738,28.7,30.1,1005.9,0.018,-0.059,223,3,1.4
5/01/2017 7:00,0.736,28.6,29.4,1006.2,0.012,-0.061,126,2.5,0.4
5/01/2017 8:00,0.793,28.5,28.4,1006.8,-0.001,-0.071,61,1.4,0
5/01/2017 9:00,0.907,28.7,28.9,1007.4,-0.002,-0.065,36,2.6,0.9
5/01/2017 10:00,1.037,28.7,27.9,1007.9,0.005,-0.052,186,2.8,0.4
5/01/2017 11:00,1.127,28.9,28.3,1008.2,-0.001,-0.054,55,3.4,1.3
5/01/2017 12:00,1.162,28.9,28.6,1008.2,-0.004,-0.054,352,2.8,0.8
5/01/2017 13:00,1.139,28.9,27.1,1007.8,0.006,-0.044,202,1.4,0.3
5/01/2017 14:00,1.048,28.9,26.3,1007.3,0.016,-0.039,188,2,1.1
5/01/2017 15:00,0.903,28.9,26.5,1007.2,0.021,-0.038,177,1.7,1
5/01/2017 16:00,0.747,28.9,26,1006.7,0.025,-0.036,190,2.5,0.9
5/01/2017 17:00,0.618,28.9,26.4,1006.7,0.021,-0.044,214,2.4,0.6
5/01/2017 18:00,0.551,28.8,26.9,1007,0.011,-0.054,32,2.2,0.4
5/01/2017 19:00,0.569,28.6,27.6,1007.5,0.001,-0.06,70,2.7,1
5/01/2017 20:00,0.675,28.4,28.2,1008.1,-0.002,-0.059,13,3.8,0.5
5/01/2017 21:00,0.839,28.6,29,1008.6,-0.006,-0.057,60,4.2,2
5/01/2017 22:00,1.038,28.6,30,1008.4,0,-0.047,43,4.1,1.2
5/01/2017 23:00,1.218,28.7,31.2,1008.2,0.006,-0.042,314,4.3,1
6/01/2017 0:00,1.344,28.9,31.4,1007.5,0.012,-0.039,292,2.8,0.8
6/01/2017 1:00,1.402,28.7,32.2,1006.8,0.026,-0.031,236,3.6,1.5
6/01/2017 2:00,1.375,28.4,32.3,1006.2,0.038,-0.027,268,5,1.6
6/01/2017 3:00,1.268,28.4,30.4,1005.9,0.042,-0.028,237,4.8,1.2
6/01/2017 4:00,1.106,28.4,31.1,1005.5,0.042,-0.031,247,4.8,1.1
6/01/2017 5:00,0.936,28.5,29.9,1005.7,0.045,-0.032,243,5.2,0.8
6/01/2017 6:00,0.788,28.4,29.4,1006.5,0.043,-0.032,328,3.8,0.5
6/01/2017 7:00,0.677,28.4,28.4,1007.2,0.018,-0.049,14,3.1,0.7
6/01/2017 8:00,0.645,28.5,28.4,1008.2,-0.002,-0.061,140,2,0.7
6/01/2017 9:00,0.696,28.6,27.4,1008.9,-0.012,-0.061,196,1.5,0.5
6/01/2017 10:00,0.802,28.9,27.5,1009.3,-0.019,-0.062,125,1.5,0.7
6/01/2017 11:00,0.937,29.1,27.1,1009.2,-0.017,-0.057,173,1.2,0
6/01/2017 12:00,1.046,29.1,26.9,1009,-0.023,-0.063,181,1.3,0.4
6/01/2017 13:00,1.118,29.1,26.8,1008.4,-0.014,-0.057,318,1.2,0
6/01/2017 14:00,1.125,29,26.9,1007.6,-0.004,-0.053,169,1.4,0.2
6/01/2017 15:00,1.057,29,26.9,1007.3,0.003,-0.053,133,1.3,0
6/01/2017 16:00,0.937,29,26.3,1006.8,0.011,-0.049,202,0.9,0.6
6/01/2017 17:00,0.788,28.9,27,1007,0.008,-0.056,118,3.1,0.9
6/01/2017 18:00,0.663,28.7,27.1,1007.5,0.001,-0.061,142,2.5,0.8
6/01/2017 19:00,0.601,28.9,27,1008.3,-0.004,-0.061,118,1.9,0.3
6/01/2017 20:00,0.608,28.7,28.2,1008.7,-0.018,-0.067,74,1.4,0.5
6/01/2017 21:00,0.699,28.8,30.2,1008.9,-0.027,-0.071,111,1.8,1.1
6/01/2017 22:00,0.851,29.1,30.2,1009,-0.036,-0.079,57,1.7,0.4
6/01/2017 23:00,1.043,29,29.8,1008.9,-0.033,-0.075,258,2.4,0.9
7/01/2017 0:00,1.232,29.1,29.5,1008,-0.019,-0.063,129,4.7,0.8
7/01/2017 1:00,1.376,29.1,30.1,1006.8,0.003,-0.05,90,2.3,0.7
7/01/2017 2:00,1.44,29.3,30.4,1005.9,0.025,-0.041,66,3.4,0.2
7/01/2017 3:00,1.391,29.1,30.9,1005.5,0.022,-0.052,247,2.7,0.8
7/01/2017 4:00,1.257,29.1,29.3,1004.9,0.018,-0.059,327,4,1.7
7/01/2017 5:00,1.069,29.3,29.7,1004.4,0.015,-0.069,320,3.9,1.6
7/01/2017 6:00,0.858,29.3,29.1,1004.9,0.006,-0.082,328,4.6,1.4
7/01/2017 7:00,0.675,28.6,28.7,1005.6,-0.005,-0.087,244,2.6,0.5
7/01/2017 8:00,0.55,28.9,27.9,1006.3,-0.022,-0.097,188,1.9,1.4
7/01/2017 9:00,0.512,28.8,28.3,1007.1,-0.033,-0.102,36,2.6,1.7
7/01/2017 10:00,0.572,28.9,27.8,1007.7,-0.032,-0.092,191,2.5,0.3
7/01/2017 11:00,0.705,28.9,27,1007.9,-0.024,-0.079,228,1,0.1
7/01/2017 12:00,0.862,28.8,26.6,1007.7,-0.023,-0.076,192,1.5,0.3
7/01/2017 13:00,1.011,28.9,26.5,1006.8,-0.021,-0.077,221,1.1,0.5
7/01/2017 14:00,1.12,28.9,26.6,1006.4,-0.011,-0.075,156,1.4,0.4
7/01/2017 15:00,1.153,28.8,26.3,1006,-0.004,-0.073,193,1.4,0.6
7/01/2017 16:00,1.098,28.9,25.9,1005.8,-0.007,-0.079,140,1.4,0.3
7/01/2017 17:00,0.986,28.8,25.6,1006,-0.002,-0.076,189,1.1,0.1
7/01/2017 18:00,0.844,28.8,25.2,1006.4,-0.002,-0.074,189,1.1,0.1
7/01/2017 19:00,0.717,28.8,25.6,1007,-0.005,-0.072,218,1.5,0.8
7/01/2017 20:00,0.638,28.8,27.7,1007.3,-0.016,-0.078,125,0.9,0.2
7/01/2017 21:00,0.643,28.7,29.8,1008,-0.02,-0.078,306,0.9,0.6
7/01/2017 22:00,0.736,28.7,30.6,1008,-0.019,-0.071,197,2.6,1.1
7/01/2017 23:00,0.905,28.7,29.8,1007.9,-0.011,-0.064,208,3.2,1.3
8/01/2017 0:00,1.11,28.7,30.9,1007.8,-0.001,-0.054,200,3.2,1.3
8/01/2017 1:00,1.305,28.6,31.2,1007.3,0.01,-0.045,263,4.3,0.8
8/01/2017 2:00,1.441,28.6,31.2,1007.1,0.019,-0.04,219,4.8,1.6
8/01/2017 3:00,1.484,28.7,28.6,1006.8,0.024,-0.037,289,5.1,0.8
8/01/2017 4:00,1.415,28.7,28.4,1006.8,0.017,-0.047,14,3,0.5
8/01/2017 5:00,1.255,28.8,28,1007,0.011,-0.053,81,3,0.8
8/01/2017 6:00,1.035,28.7,28.1,1007.4,0.008,-0.053,66,2.4,1.3
8/01/2017 7:00,0.791,28.7,28.1,1007.8,-0.001,-0.059,147,2.9,0.7
8/01/2017 8:00,0.589,28.8,27.6,1008.7,-0.002,-0.056,0,1.5,0
8/01/2017 9:00,0.454,29,27.7,1009.1,-0.009,-0.054,144,1.2,0.5
8/01/2017 10:00,0.42,29.1,27.4,1009.6,-0.011,-0.051,158,1.4,0.5
8/01/2017 11:00,0.479,29.1,27.1,1009.5,-0.019,-0.056,158,1,0.1
8/01/2017 12:00,0.616,29.1,27,1009.4,-0.031,-0.068,203,1.5,0.3
8/01/2017 13:00,0.821,29.1,26.6,1008.5,-0.018,-0.057,150,1.4,0
8/01/2017 14:00,1.023,29.1,26.6,1008.4,-0.002,-0.05,186,1.2,0.3
8/01/2017 15:00,1.163,29.1,26.6,1007.7,0.004,-0.045,187,1.4,0.3
8/01/2017 16:00,1.227,29,26.4,1007.7,0.016,-0.039,157,0.9,0.2
8/01/2017 17:00,1.189,28.7,26.5,1007.8,0.019,-0.036,205,1,0.5
8/01/2017 18:00,1.072,28.7,26.5,1007.5,0.018,-0.037,208,1.5,0.6
8/01/2017 19:00,0.92,28.9,26.8,1008,0.018,-0.038,125,2.6,0.6
8/01/2017 20:00,0.775,29,28.5,1008.6,0.012,-0.039,92,3.1,1.2
8/01/2017 21:00,0.678,29,29.8,1009.1,-0.003,-0.048,76,3.6,2.2
8/01/2017 22:00,0.656,28.9,30.4,1009.5,-0.024,-0.065,76,5.5,3.5
8/01/2017 23:00,0.745,29,31.6,1009.4,-0.027,-0.064,80,7,3.8
9/01/2017 0:00,0.92,29.3,32.4,1008.9,-0.022,-0.06,80,7.4,4
9/01/2017 1:00,1.153,29.4,31.9,1008.3,0.003,-0.041,74,6.1,3.4
9/01/2017 2:00,1.366,29.6,31.7,1007.7,0.021,-0.028,273,5,1.1
9/01/2017 3:00,1.485,29.6,32.5,1007,0.012,-0.044,86,3.6,0.5
9/01/2017 4:00,1.511,29.7,32.1,1006.7,0.009,-0.054,269,6.7,2.1
9/01/2017 5:00,1.431,29.4,30.9,1006.7,0.013,-0.052,84,6.5,3
9/01/2017 6:00,1.241,29.6,30.8,1007,0.007,-0.058,75,5.2,3.5
9/01/2017 7:00,0.98,29,30.2,1008.2,-0.002,-0.063,70,5.1,1.9
9/01/2017 8:00,0.707,29.3,28.9,1009.1,-0.006,-0.055,118,3.5,0.4
9/01/2017 9:00,0.477,29.4,28.3,1009.7,-0.01,-0.051,187,1.6,0.2
9/01/2017 10:00,0.333,29.5,27.6,1010.2,-0.015,-0.049,185,2.1,1.3
9/01/2017 11:00,0.299,29.6,27.4,1010.3,-0.02,-0.051,188,1.6,0.8
9/01/2017 12:00,0.373,29.6,27.2,1010.3,-0.035,-0.064,0,1.2,0
9/01/2017 13:00,0.555,29.6,26.7,1009.5,-0.038,-0.068,192,1.5,0.8
9/01/2017 14:00,0.803,29.5,26.8,1008.9,-0.024,-0.061,189,2.2,0.7
9/01/2017 15:00,1.044,29.4,26.1,1008.2,-0.007,-0.051,186,1.7,0.8
9/01/2017 16:00,1.212,29.4,26.3,1008.4,-0.001,-0.051,200,1.1,0
9/01/2017 17:00,1.28,29.1,26.4,1008.8,0.003,-0.045,172,0.7,0.1
9/01/2017 18:00,1.238,29.1,26.2,1009.1,0.002,-0.042,189,1.1,0.1
9/01/2017 19:00,1.101,29.1,26.3,1009.9,-0.007,-0.048,0,1.5,0
9/01/2017 20:00,0.924,28.8,28,1010.5,-0.013,-0.046,131,1.4,0.5
9/01/2017 21:00,0.763,29.1,30.2,1011,-0.016,-0.043,79,2.4,1.1
9/01/2017 22:00,0.653,29.4,30.9,1011.1,-0.031,-0.053,78,1.9,1.3
9/01/2017 23:00,0.644,29.5,31.8,1010.7,-0.038,-0.06,251,3.1,1.4
10/01/2017 0:00,0.748,29.6,28.2,1011,-0.035,-0.06,78,4.5,2.7
10/01/2017 1:00,0.941,29.6,26.5,1010.6,-0.028,-0.05,241,4.5,1
10/01/2017 2:00,1.178,29.3,30.7,1010,-0.016,-0.043,206,2.7,1
10/01/2017 3:00,1.387,29.2,31.4,1009.7,-0.01,-0.043,168,3.4,0.3
10/01/2017 4:00,1.513,29,29.3,1009.3,-0.008,-0.043,309,3.3,0.8
10/01/2017 5:00,1.524,29,29.8,1009.4,-0.008,-0.047,26,3.1,0.5
10/01/2017 6:00,1.409,28.7,29.6,1009.7,-0.013,-0.051,73,2,1.3
10/01/2017 7:00,1.177,28.8,29.2,1010.3,-0.028,-0.063,73,3.8,1.1
10/01/2017 8:00,0.879,29.1,28.1,1011,-0.04,-0.068,137,1.4,0.2
10/01/2017 9:00,0.586,29.3,28.1,1011.6,-0.036,-0.058,111,1.9,0.7
10/01/2017 10:00,0.349,29.4,27.8,1012.2,-0.032,-0.048,171,1.6,0.2
10/01/2017 11:00,0.196,29.4,27.4,1012.6,-0.044,-0.054,132,1.9,0.7
10/01/2017 12:00,0.162,29.2,27.4,1012.6,-0.068,-0.074,245,1.6,0.3
10/01/2017 13:00,0.273,29.3,27,1012.2,-0.079,-0.086,215,1.2,0.2
10/01/2017 14:00,0.508,29.4,26.9,1011.6,-0.069,-0.08,193,0.7,0.3
10/01/2017 15:00,0.803,29.4,26.9,1010.7,-0.048,-0.065,188,1.1,0.2
10/01/2017 16:00,1.064,29.3,26.7,1010.5,-0.039,-0.065,183,1.6,1.4
10/01/2017 17:00,1.247,29.1,26.7,1010.2,-0.031,-0.059,179,2.5,1.2
10/01/2017 18:00,1.314,28.9,26.6,1010.9,-0.028,-0.057,195,2.5,1.8
10/01/2017 19:00,1.259,28.9,26.9,1011.7,-0.028,-0.051,195,2.1,0.6
10/01/2017 20:00,1.107,28.8,27.6,1012,-0.031,-0.046,191,1.7,0.1
10/01/2017 21:00,0.918,29,29.2,1011.8,-0.028,-0.04,126,1.5,0.2
10/01/2017 22:00,0.747,29.1,30.3,1011.9,-0.026,-0.04,90,1.1,0.4
10/01/2017 23:00,0.629,29.2,31.5,1011.8,-0.044,-0.058,186,1.5,0.8
11/01/2017 0:00,0.621,29.4,32.5,1011.5,-0.057,-0.071,276,3.2,1.6
11/01/2017 1:00,0.743,29.5,28.4,1011.6,-0.052,-0.07,95,10.7,2.8
11/01/2017 2:00,0.958,29.5,25.9,1011.4,-0.043,-0.059,112,6.5,1.1
11/01/2017 3:00,1.205,29.5,28.8,1010.5,-0.035,-0.054,124,6,2.3
11/01/2017 4:00,1.411,29.8,30.4,1010,-0.031,-0.059,112,3.1,0.9
11/01/2017 5:00,1.524,29.9,31.4,1009.7,-0.031,-0.063,96,1.4,0.5
11/01/2017 6:00,1.511,29.1,29.5,1010.4,-0.034,-0.069,313,3.2,0.7
11/01/2017 7:00,1.367,29.4,26.9,1011.7,-0.039,-0.066,81,5.5,2.3
11/01/2017 8:00,1.109,29.3,25.9,1011.9,-0.048,-0.063,96,4.4,0.9
11/01/2017 9:00,0.787,29.3,25.8,1012.4,-0.054,-0.067,77,2.8,1
11/01/2017 10:00,0.482,29.4,26,1012.4,-0.048,-0.056,135,2.3,0.2
11/01/2017 11:00,0.232,29.4,25.6,1012.1,-0.054,-0.062,190,1.6,0.7
11/01/2017 12:00,0.095,29.5,25.7,1011.7,-0.063,-0.075,128,0.8,0.2
11/01/2017 13:00,0.114,29.5,25.1,1011.2,-0.064,-0.079,190,2.8,0.9
11/01/2017 14:00,0.278,29.4,25.1,1010.8,-0.06,-0.081,174,1.8,0
11/01/2017 15:00,0.54,29.4,25.4,1010.2,-0.064,-0.089,81,1.6,0.3
11/01/2017 16:00,0.849,29.3,24.9,1010.1,-0.056,-0.086,169,0.8,0
11/01/2017 17:00,1.122,29.1,24.7,1009.9,-0.049,-0.08,204,1.3,0.2
11/01/2017 18:00,1.286,29.1,24.8,1010.5,-0.058,-0.091,193,1,0.7
11/01/2017 19:00,1.335,29,25.3,1011.3,-0.057,-0.084,195,0.9,0.4
11/01/2017 20:00,1.259,28.9,27.5,1011.7,-0.055,-0.074,161,0.9,0.1
11/01/2017 21:00,1.079,28.9,30.4,1011.7,-0.06,-0.075,109,1.1,0.6
11/01/2017 22:00,0.879,29.1,30.9,1011.8,-0.05,-0.065,281,2.5,0.5
11/01/2017 23:00,0.708,29.2,31.6,1011.5,-0.044,-0.058,271,3.6,1.9
12/01/2017 0:00,0.594,29.3,32.6,1011.2,-0.062,-0.08,264,4.5,1.9
12/01/2017 1:00,0.614,29.4,31.3,1011.2,-0.062,-0.082,278,4.5,2
12/01/2017 2:00,0.769,29.4,30.8,1010.4,-0.046,-0.067,97,4.1,0.9
12/01/2017 3:00,0.996,29.5,31.1,1009.5,-0.042,-0.071,238,4.3,0.7
12/01/2017 4:00,1.235,29.5,32,1009.1,-0.045,-0.083,263,2.9,0.9
12/01/2017 5:00,1.443,29.6,32.1,1008.8,-0.03,-0.072,267,4.1,1.6
12/01/2017 6:00,1.531,29.5,30.8,1009,-0.036,-0.08,251,3.9,1.3
12/01/2017 7:00,1.487,29.7,29.6,1009.4,-0.045,-0.087,225,2.9,1.1
12/01/2017 8:00,1.317,29.4,28.3,1009.9,-0.048,-0.086,205,2.2,1.4
12/01/2017 9:00,1.03,29.6,27.9,1010.4,-0.058,-0.091,202,2,1.4
12/01/2017 10:00,0.704,29.9,28.2,1011.3,-0.054,-0.081,31,2.5,0.9
12/01/2017 11:00,0.386,29.9,27.5,1011.7,-0.06,-0.078,128,2,0.1
12/01/2017 12:00,0.157,30,26.8,1011.5,-0.059,-0.075,179,0.8,0.1
12/01/2017 13:00,0.049,30,26.7,1010.8,-0.068,-0.085,186,1.8,0.3
12/01/2017 14:00,0.103,30,26.4,1009.6,-0.071,-0.096,128,0.7,0.1
12/01/2017 15:00,0.312,30,26.2,1009.1,-0.062,-0.099,140,1.4,0
12/01/2017 16:00,0.598,30,25.9,1009.2,-0.07,-0.111,183,0.8,0.2
12/01/2017 17:00,0.941,30,25.9,1008.8,-0.039,-0.079,189,1.1,0.2
12/01/2017 18:00,1.216,30.1,25.8,1009,-0.024,-0.068,192,1.3,0.4
12/01/2017 19:00,1.378,30,26.1,1009.4,-0.018,-0.06,204,1.2,0.1
12/01/2017 20:00,1.406,29.6,28.3,1009.4,-0.012,-0.05,34,1.9,0.6
12/01/2017 21:00,1.294,29.6,29.9,1009.6,-0.015,-0.053,351,1.5,0.8
12/01/2017 22:00,1.109,29.6,30.6,1009.9,-0.004,-0.04,304,3.4,1.9
12/01/2017 23:00,0.901,29.7,31.5,1010,0.005,-0.028,283,4.8,1.6
13/01/2017 0:00,0.711,29.9,32.2,1009.7,-0.012,-0.044,283,4.7,1.9
13/01/2017 1:00,0.623,30.2,32.3,1009.6,-0.021,-0.057,273,4.8,2.1
13/01/2017 2:00,0.667,29.6,30.9,1009.2,-0.018,-0.055,276,5.5,1.8
13/01/2017 3:00,0.83,30.1,31.5,1008.4,-0.013,-0.055,285,5.5,2.3
13/01/2017 4:00,1.07,29.8,32.7,1008.1,-0.004,-0.053,257,4.6,1.2
13/01/2017 5:00,1.309,29.6,32.3,1008.1,0.001,-0.051,264,4,2.1
13/01/2017 6:00,1.489,29.9,31.1,1008.4,0.006,-0.044,242,4.1,1.4
13/01/2017 7:00,1.556,29.9,30.1,1008.8,0.004,-0.044,236,2.4,0.5
13/01/2017 8:00,1.49,30,28.1,1009.5,-0.001,-0.045,191,1.6,1.3
